title,condition,url,agency,introduce,kind
인문으로 우려낸 부산의 맛,종료(청강가능),http://www.kmooc.kr/courses/course-v1:KSUk+KSUk_21+2022_T2/about,경성대학교,"

강좌소개

부산의 역사, 부산의 자연환경, 부산사람의 기질을 통해 부산음식의 특성을 혼종성, 장소성, 역동성으로 살펴본다. 한국 근현대사 속의 혼종의 도시 부산을 통해 부산 대표음식의 탄생과정과 산·강·바다의 장소성을 통해 부산음식의 다양성을 이해하며, 공존과 소통의 공간으로서의 글로컬한 부산 시장과 부산사람이 선호하는 맛을 통해 부산사람의 기질과 정신을 살펴본다.    
 



학습목표

1. 부산의 대표 음식과 맛을 통해 부산의 역사, 공간, ‘부산사람’을 이해한다.2. 음식문화와 지역 정체성의 관계를 분석하며, 부산의 정체성(Identity)을 혼종성‧역동성‧개방성으로 고찰한다.3. 부산사람이 즐기는 ‘입맛’을 통해 부산사람의 기질과 행위, 감성을 이해한다.  



강좌 소개 영상





수업계획


강좌 목차


주차
주차명
차시
차시명(소주제)




1주차

부산 음식의 이해

1-1
부산은 향토음식이 있는가?


1-2
부산음식의 특성



2주차

부산음식의 혼종성(1): 모방과 창조

2-1
혼종의 공간, 부산


2-2
모방과 창조의 음식



3주차

부산 음식의 혼종성(2): 환대와 향유

3-1
부두 노동자 음식의 향유/p>


3-2
제조업 노동자 음식의 향유



4주차
부산 음식과 장소성: 산‧강‧바다가 만든 ‘Made in Busan’

4-1
산‧강‧바다의 장소성과 음식


4-2
마! 내가 부산음식이다



5주차

부산 음식의 역동성: ‘도떼기’의 힘

5-1
공존의 공간: 자갈치 시장, 국제시장


5-2
관계와 소통의 공간: 구포시장, 동래시장



6주차

부산사람의 맛과 멋

6-1
부산사람의 맛


6-2
부산사람의 멋







이수 및 평가정보

본 강의는 총 6주차로 구성되어 있으며 별도의 이수증은 발급하지 않습니다.
 



교수소개






TA소개





강좌지원팀

경성대학교 K-MOOC 강좌지원팀, helpksmooc@gmail.com

관련 강좌


                                현재 강좌와 관련있는 강좌를 찾을 수 없습니다.
                            

","
인문

                                (언어ㆍ문학)
                            "
비름박 넘어 부산말,종료,http://www.kmooc.kr/courses/course-v1:KSUk+KSUk_13+2022_T2/about,경성대학교,"

강좌소개

사투리는 그 지역의 삶의 모습이자 흔적이다. 그만큼 일상의 정서와 문화, 역사 등을 담고 있어 소통 수단으로서 중요한 구실을 한다. 이 강좌에서 다루는 ‘부산말’은 그동안 영화나 드라마 속에서 경상도 사투리로 특화되어 지역 문화를 대표하거나 지역민의 속성을 반영하는 수단으로 활용되어 왔다. 부산말이 경계를 넘어 지역 간 문화 교류와 활성화에 맛깔스러운 역할을 하고 있는 것이다. 
이 강좌를 계기로 부산 시민의 정서를 담고 있는 부산말이 다른 지역민들뿐만 아니라 국내 거주 외국인들과도 생동감 있게 소통할 수 있는 언어임은 물론, 부산 사투리에 배어 있는 부정적 이미지를 해소하는 기회로 삼고자 한다.



학습목표

부산 지역을 중심으로 사용되는 부산말의 실체를 찾고, 일상생활 속 사용 현장을 살펴봄으로써, 부산말이 지역 문화를 주도해 나가는 주체이자 표준어와 대등하며 상호보완적 관계를 이루는 표현적 유기체임을 이해할 수 있다. 
- 대중매체 속에서 지역 사투리의 고정된 이미지에서 벗어남
- 부산말의 특성을 중심으로 우리말 사투리의 다채로움을 폭넓게 이해함
- 미디어 속 부산말과 생활현장 속에서의 부산 말맛의 차이 이해
- 지역 경계를 넘어 세계로 향하는 한류 문화로서 언어의 소통 가능성 확인



강좌 소개 영상





수업계획


강좌 목차


주차
주차명
차시
차시명(소주제)




1주차
우리말과 사투리
1-1
부산말 찾아보기


1-2
사투리를 찾아서


2주차
미디어 속 사투리
2-1
미디어 속의 부산말


3주차
부산말과 지역문화
3-1
무슨 뜻일까요?


3-2
부산사람, 부산말


4주차
경계 넘어 세계로
4-1
비름박 넘어 '부산말'






교수소개






강좌지원팀

경성대학교 K-MOOC 강좌지원팀, helpksmooc@gmail.com

관련 강좌


                                현재 강좌와 관련있는 강좌를 찾을 수 없습니다.
                            

","
인문

                                (언어ㆍ문학)
                            "
글로벌이슈와 세계시민(Global Issues and Global Citizenship),진행중,http://www.kmooc.kr/courses/course-v1:KYUNGNAMUNIVk+Knu03+2022_K2/about,경남대학교,"

강좌소개

사투리는 그 지역의 삶의 모습이자 흔적이다. 그만큼 일상의 정서와 문화, 역사 등을 담고 있어 소통 수단으로서 중요한 구실을 한다. 이 강좌에서 다루는 ‘부산말’은 그동안 영화나 드라마 속에서 경상도 사투리로 특화되어 지역 문화를 대표하거나 지역민의 속성을 반영하는 수단으로 활용되어 왔다. 부산말이 경계를 넘어 지역 간 문화 교류와 활성화에 맛깔스러운 역할을 하고 있는 것이다. 
이 강좌를 계기로 부산 시민의 정서를 담고 있는 부산말이 다른 지역민들뿐만 아니라 국내 거주 외국인들과도 생동감 있게 소통할 수 있는 언어임은 물론, 부산 사투리에 배어 있는 부정적 이미지를 해소하는 기회로 삼고자 한다.



학습목표

부산 지역을 중심으로 사용되는 부산말의 실체를 찾고, 일상생활 속 사용 현장을 살펴봄으로써, 부산말이 지역 문화를 주도해 나가는 주체이자 표준어와 대등하며 상호보완적 관계를 이루는 표현적 유기체임을 이해할 수 있다. 
- 대중매체 속에서 지역 사투리의 고정된 이미지에서 벗어남
- 부산말의 특성을 중심으로 우리말 사투리의 다채로움을 폭넓게 이해함
- 미디어 속 부산말과 생활현장 속에서의 부산 말맛의 차이 이해
- 지역 경계를 넘어 세계로 향하는 한류 문화로서 언어의 소통 가능성 확인



강좌 소개 영상





수업계획


강좌 목차


주차
주차명
차시
차시명(소주제)




1주차
우리말과 사투리
1-1
부산말 찾아보기


1-2
사투리를 찾아서


2주차
미디어 속 사투리
2-1
미디어 속의 부산말


3주차
부산말과 지역문화
3-1
무슨 뜻일까요?


3-2
부산사람, 부산말


4주차
경계 넘어 세계로
4-1
비름박 넘어 '부산말'






교수소개






강좌지원팀

경성대학교 K-MOOC 강좌지원팀, helpksmooc@gmail.com

관련 강좌


                                현재 강좌와 관련있는 강좌를 찾을 수 없습니다.
                            

","
인문

                                (언어ㆍ문학)
                            "
전쟁과평화(War and Peace),종료(청강가능),http://www.kmooc.kr/courses/course-v1:KYUNGNAMUNIVk+Knu04+2022_K4/about,경남대학교,"

강좌소개

사투리는 그 지역의 삶의 모습이자 흔적이다. 그만큼 일상의 정서와 문화, 역사 등을 담고 있어 소통 수단으로서 중요한 구실을 한다. 이 강좌에서 다루는 ‘부산말’은 그동안 영화나 드라마 속에서 경상도 사투리로 특화되어 지역 문화를 대표하거나 지역민의 속성을 반영하는 수단으로 활용되어 왔다. 부산말이 경계를 넘어 지역 간 문화 교류와 활성화에 맛깔스러운 역할을 하고 있는 것이다. 
이 강좌를 계기로 부산 시민의 정서를 담고 있는 부산말이 다른 지역민들뿐만 아니라 국내 거주 외국인들과도 생동감 있게 소통할 수 있는 언어임은 물론, 부산 사투리에 배어 있는 부정적 이미지를 해소하는 기회로 삼고자 한다.



학습목표

부산 지역을 중심으로 사용되는 부산말의 실체를 찾고, 일상생활 속 사용 현장을 살펴봄으로써, 부산말이 지역 문화를 주도해 나가는 주체이자 표준어와 대등하며 상호보완적 관계를 이루는 표현적 유기체임을 이해할 수 있다. 
- 대중매체 속에서 지역 사투리의 고정된 이미지에서 벗어남
- 부산말의 특성을 중심으로 우리말 사투리의 다채로움을 폭넓게 이해함
- 미디어 속 부산말과 생활현장 속에서의 부산 말맛의 차이 이해
- 지역 경계를 넘어 세계로 향하는 한류 문화로서 언어의 소통 가능성 확인



강좌 소개 영상





수업계획


강좌 목차


주차
주차명
차시
차시명(소주제)




1주차
우리말과 사투리
1-1
부산말 찾아보기


1-2
사투리를 찾아서


2주차
미디어 속 사투리
2-1
미디어 속의 부산말


3주차
부산말과 지역문화
3-1
무슨 뜻일까요?


3-2
부산사람, 부산말


4주차
경계 넘어 세계로
4-1
비름박 넘어 '부산말'






교수소개






강좌지원팀

경성대학교 K-MOOC 강좌지원팀, helpksmooc@gmail.com

관련 강좌


                                현재 강좌와 관련있는 강좌를 찾을 수 없습니다.
                            

","
인문

                                (언어ㆍ문학)
                            "
위대한 수업2(GREAT MINDS) : 사랑의 사회학,종료(청강가능),http://www.kmooc.kr/courses/course-v1:EBS+EBS007+2022_T1/about,EBS,"
▸ [K-MOOC X EBS] 글로벌 최정상 석학과 리더들이 다시 온다! [위대한 수업 시즌2]
▸ 제인 구달, 제레드 다이아몬드, 제임스 카메론 등 세계를 이끌고 있는 지성들이 직접 준비한 명강연
▸ 2022년 8월 29일부터 EBS를 통한 방송, K-MOOC를 통한 강의 수강 동시 가능
","
사회과학

                                (사회과학)
                            "
차이나는 K-클라스 : 세계를 울리고 웃기는 우리 이야기의 힘(황석영),종료(청강가능),http://www.kmooc.kr/courses/course-v1:JTBC+JTBC009+2022_T1/about,JTBC,"
▸ 문화강국 대한민국의 과거와 현재, 미래를 다각도로 조명해보는 시간!
▸ 유홍준 전문화재청장, 작가 황석영, '범내려온다' 안무가 김보람, 드라마 '지옥'의 김신록 배우 등 
▸ 생동감 넘치는 확장현실(XR) 기술로 K-컬처를 느껴보세요!
▸ 2022년 8월 7일부터 JTBC를 통한 방송, K-MOOC를 통한 강의 제공
","
인문

                                (언어ㆍ문학)
                            "
지혜로운 금융생활,진행중,http://www.kmooc.kr/courses/course-v1:UC+UC005+2022_T2/about,울산과학대학교,"본 강좌의 학습 목표는 생활에서 자주 접하는
금융및경제와관련한 기초 지식을 학습하고 관련 사례를 다룸으로써 기본적인 금융소양을 갖도록 도와주는 것입니다.","
사회과학

                                (경영ㆍ경제)
                            "
중국신화 : 고대로의 시간여행 Ⅰ,종료(청강가능),http://www.kmooc.kr/courses/course-v1:UOUk+UOU701_01K+U701A_2022_T2/about,울산대학교,"




알에서 태어난 왕의 이야기, 자연재해를 막아낸 영웅이야기, 사람 얼굴에 새의 몸을 한 인면조신의 이야기 등 우리가 한 번쯤은 들어보았던 기이하고, 신비한 이야기들. 우리는 이것을 신화라 부릅니다. 그런데 과연 신화란 무엇일까요?  
신화(神話)는 고대인의 사유나 표상이 반영된 신성한 이야기로 
  그들의 종교, 철학, 비전, 과학 등 총체적 문화의 축적물이라고 할 수 있습니다. 이번 강좌에서는 신화의 정의, 특징, 유형을 알아보고, 중국 신화의 여러 모티프를 확인해 볼 예정입니다. 그럼 지금부터 상상력의 원천, 중국 신화를 함께 살펴볼까요? 出发 !😃  




 

  1. 중국신화의 특징과 내용 그리고 그 속에 담긴 고대인의 사유방식과 지혜에 대한 올바른 학습을 통해      이웃 중국문화의 본질에 심층적으로 접근한다.
 2. 신화 속 역사 흔적 탐색을 통해 고대사를 올바로 바라보도록 한다.
 3. 후대문학 속 신화의 운용 고찰을 통해 살아 숨 쉬고 있는 신화의 생명력을 확인한다.
 4. 우리 신화와의 비교학적 관점에서의 고찰을 통해 양자 간 동질성과 차이점을 인식한다.






      '중국신화 : 고대로의 시간여행(1)'은 최종평가를 포함하여 총 8주차로 구성되어 있습니다.
       무엇을 배우는지 강좌계획표를 통해 미리 확인해 보세요.
강좌계획표(Syllabus) 펼쳐보기





  차시(Week) 
 주제(Topic) 
 소주제(Lecture Sequence) 
 과제(HW) 



 Week1 
  1. 신화의 정의와 특징  
  1. 우리는 왜 신화를 공부해야 하는가?  
 



  
 2. 옛날 옛적 그 어느 날의 이야기
   
 


 3. 다양한 모습의 신화  
 Quiz1 


 Week2 
 2. 종잡을 수 없는 중국 신화의 다양성 
1. 미지의 세계로 초대
 


 2. 중국신화 유형 (1) 하나가 둘이 되어 인류의 시작을
 


 3. 중국신화 유형 (2) 난세 속 영웅 
 Quiz2 


 Week3 
 3.신들의 이야기 속으로 1  
1. 시작을 알리는 그들의 이야기 (1) 신의 세계
 


2. 시작을 알리는 그들의 이야기 (2) 신의 탄생 
 


3. 사람의 손길이 닿을 수 없는 위대한 이야기
Quiz3/에세이


 Week4 
 4. 신들의 이야기 속으로 2 
 1. 자연을 정복한 슈퍼히어로 
 


 2. 나라를 세운 슈퍼히어로들  
 


 3. 슬프지만 안녕, 나의 히어로여  
 Quiz4  


 Week5 
5. 신들의 이야기 속으로 3  
 1. 신들의 힘겨루기
 


 2. 끝날 때까지 끝이 아닌 
 


3. 기이한 모습의 신과 살아 숨 쉬는 石
Quiz5   


 Week6 
 6. 중국신화 톺아 읽기1 
1. 보물창고 열기 (1) 달나라의 주인은?
 


2. 보물창고 열기 (2) 고대인의 사유방식
 


3. 보물창고 열기 (3) 신화가 남긴 발자국 
Quiz6


 Week7 
 7. 중국신화 톺아 읽기2
1. 신화와 중국 고대문화, 그리고 비전
 


2. 신화와 불법- 생명관  
 


3.신화와 불법- 우주관
Quiz7/토론


 Week8 
 최종 평가 
 최종평가 및 소감문작성(울산대) 
 

















 이인택 교수 (강좌 대표교수)
現 울산대학교 중국어·중국학과 교수
2019년 K-MOOC 우수강좌 대표교수(교육부총리표창)🏆
울산대학교 학생처장, 국제학부장 역임 
전국입학처장협의회 부회장
문화관광부 자문위원












김혜림 교수
現 울산대학교 중국어·중국학과 교수
서울대학교 인문학연구원 선임연구원
서울대학교 강사
한국외국어대학교 통번역대학원 강사
외교통상부 3등 서기관
 










신부영 교수
現 울산대학교 중국어·중국학과 교수
북경사범대 교육학 박사
중국어 교육학 및 교육공학 전공
 











학습 지원 : 이금희 
울산대학교 교육대학원 중국어교육학과 석사 졸업생입니다. 파워F의 공감능력으로 질문에 공감하며 파워J 답게 계획적이며 확실한 답변을 드리겠습니다.
강의 수강중 궁금한 점은 주저하지 말고 학습관련 문의 게시판에 남겨주세요.
 
　









운영 지원 : 송은주
울산대학교 교수학습개발센터 원격교육지원팀에서 근무하고 있습니다. 강좌운영 관련 문의는 문의게시판을 통해 언제든지 문의주시기 바랍니다 : )
수강생 여러분, 강좌를 이수하는 그 날까지 화이팅 👼









카카오톡채널 : uoukmooc

                [울산대학교 K-MOOC]와 카카오톡 친구가 되어주세요!
                울산대학교 K-MOOC 전체 강좌의 상세한 안내와 다양한 이벤트 정보를 받아보실 수 있습니다.
                강좌 운영과 관련된 질문사항이 있으시면 문의주세요😊
              






Q1. 강좌 교재가 따로 있나요?
이 강좌를 수강하기 위해 따로 준비해야 하는 교재는 없으며 매주 제공되는 인포그래픽, 사진, 뉴스, 
   저널기사 등의 추가 학습 자료를 언제든 학습에 참고하실 수 있습니다. 추가로 강좌 내용에 대해 자세히 알고 싶으신 분은 '중국신화 그리고 소설(2018, 이인택)' 를 참고 바랍니다.
      

Q2. 이수 기준은 어떻게 되나요?
강좌를 성공적으로 이수하기 위해서는 퀴즈, 토론, 과제(에세이) 등으로 나누어진 100%의 이수기준 비율 중 총 60%이상을 취득하면 이수증을 발급 받으실 수 있습니다. 단, 울산대학교 재학생이 특별학점 취득을 원한다면 반드시 강좌 소감문을 작성 후 제출하셔야 합니다. 소감문 작성 모듈은 최종평가와 함께 오픈됩니다. 



Q3. 강좌와 연관해서 들을 수 있는 강좌가 있나요?
블루리본 강좌인 울산대학교 K-MOOC '중국, 그 다양성 : 중국지역문화와 중국인'을 수강하시면 보다 다양한 정보를 접하실 수 있습니다. 
      

","
인문

                                (언어ㆍ문학)
                            "
창의적 문제해결을 위한 생각 프로세스 Ⅰ,종료(청강가능),http://www.kmooc.kr/courses/course-v1:UOUk+UOU702_01K+U702A_2022_T2/about,울산대학교,"



개인이나 집단 사이에 목표나 이해관계가 달라 서로 적대시하거나 충돌하는 것을 우리는 갈등이라고 말합니다. 갈등은 나 그리고 상대를 찡그리게도 하고, 해결을 위해 부단한 노력을 하게 만들기도 합니다. 갈등! 어떻게 해결하면 좋을까요? 
     본 강좌에서는 개인, 사회 또는 조직의 문제를 창의적으로 해결할 수 있는 생각프로세스에 대해 학습하고, 이를  실제 문제에 적용해 보며 갈등을 해결을 위한 창의적 문제해결 능력을 함께 향상시켜보도록 하겠습니다.  



 

  1. 개인, 사회, 조직의 딜레마를 이해하고 win-win 해결방안을 찾아내는 생각법을 훈련한다.
2. 논리적 사고, 비판적 사고를 현실 문제에 쉽게 적용할 수 있는 능력을 키운다.
 3. 문제 증상이 아니라 핵심 원인을 근원적으로 해결할 수 있는 능력을 키운다.
 4. 문제와 관련된 고정관념을 이해하고 이를 깰 수 있는 창의적 해결방안을 찾아내는 사고 능력을
  갖춘다.
5. 상대방을 설득할 수 있는 논술문을 작성하는 능력을 키운다.






      '창의적 문제해결을 위한 생각 프로세스(1)'은 최종평가를 포함하여 총 8주차로 구성되어 있습니다. 무엇을 배우는지 강좌계획표를 통해 미리 확인해 보세요.
강좌계획표(Syllabus) 펼쳐보기





  차시(Week) 
 주제(Topic) 
 소주제(Lecture Sequence) 
 과제(HW) 



 Week1 
  1. 문제해결 프로세스와 강좌 진행 
  1. 명확하게 생각하는 능력의 중요성
 



  
 2. 명확하게 생각하기 위한 생각도구들
   
 


 3. 문제해결을 위한 생각 프로세스와 강좌 진행 
 Quiz1 


 Week2 
 2. 생각도구를 이용한 갈등/딜레마 이해
1. 갈등/딜레마란?
 


 2. 구름 생각도구를 이용한 갈등/딜레마 이해
 


 3. 구름 생각도구의 특성 
 Quiz2 


 Week3 
 3. 생각도구를 이용한 갈등/딜레마의 창의적 해결
1. 갈등/딜레마 해결의 접근법
 


2. 구름 생각도구를 이용한 갈등/딜레마 해결 
 


3. 구름 생각도구의 특성
Quiz3


 Week4 
 4. 구름 생각도구의 명확한 사용법 
 1. 구름 상자 안의 문장 작성 시 유의할 점들 
 


 2. 필요를 찾을 때 유의할 점들  
 


 3.해결책을 찾을 때 유의할 점들  
 Quiz4  


 Week5 
5. 구름 생각도구의 활용 예 
 1. 교과 학습에서 구름 활용 예
 


 2. 행동변화에서 구름 활용 예 
 


3. 경영에서 구름 활용 예
Quiz5   


 Week6 
 6. 구름 생각도구를 이용한 설득력 있는 글쓰기 
1. 논증적 글쓰기의 과정
 


2. 구름 생각도구를 이용한 생각의 얼개 만들기
 


3. 구름 생각도구 기반의 논술문 작성 
Quiz6


 Week7 
 7. 구름 생각도구를 이용한 삶의 지혜 배우기 
1. 특정 갈등을 통해 삶의 지혜를 배우는 법
 


2. 핵심 문제와 구름   
 


3. 구름과 공감 역량
Quiz7


 Week8 
 최종 평가 
 최종평가 및 소감문작성(울산대) 
 

















 최원준 교수 (강좌 대표교수)
울산대학교 산업경영공학부 교수
울산대학교 교무처장, 부총장 역임
한국TOCfE연구회 고문
국제 TOCfE 리드(Lead) 퍼실리테이터 자격 보유













학습 지원: 조은영 
(사)한국TOC협회 이사이며 국제 TOCfE 마스터 퍼실리테이터 조은영입니다. 
본 강좌를 통해 창의적으로 사고하고
변화를 만들어가는 의미 있는 시간 되시기 바랍니다. 
학습 내용, 생각도구 작성과 관련하여 궁금한 점이 있으시면
언제든 학습관련 문의 게시판에 남겨주세요. 









운영 지원 : 송은주
울산대학교 교수학습개발센터 원격교육지원팀에서 근무하고 있습니다. 강좌운영 관련 문의는 문의게시판을 통해 언제든지 문의주시기 바랍니다 : )
수강생 여러분, 강좌를 이수하는 그 날까지 화이팅 👼









카카오톡채널 : uoukmooc

                [울산대학교 K-MOOC]와 카카오톡 친구가 되어주세요!
                울산대학교 K-MOOC 전체 강좌의 상세한 안내와 다양한 이벤트 정보를 받아보실 수 있습니다.
                강좌 운영과 관련된 질문사항이 있으시면 문의주세요😊
              







Q1. 강좌 교재가 따로 있나요?
이 강좌를 수강하기 위해 따로 준비해야 하는 교재는 없으며 매주 제공되는 인포그래픽, 사진, 뉴스, 
   저널기사 등의 추가 학습 자료를 언제든 학습에 참고하실 수 있습니다. 추가로 강좌 내용에 대해 자세히 알고 싶으신 분은 
          '(창의-인성 교육 및 문제해결력 증진을 위한) TOCfE 생각도구, 최원준 지음, 울산대출판부, 2018' 를 참고 바랍니다.
      

Q2. 이수 기준은 어떻게 되나요?
강좌를 성공적으로 이수하기 위해서는 퀴즈, 토론, 과제(에세이) 등으로 나누어진 100%의 이수기준 비율 중 총 60%이상을 취득하면 이수증을 발급 받으실 수 있습니다. 단, 울산대학교 재학생이 특별학점 취득을 원한다면 반드시 강좌 소감문을 작성 후 제출하셔야 합니다. 소감문 작성 모듈은 최종평가와 함께 오픈됩니다. 


","
공학

                                (그 외)
                            "
희망의 인문학 : 우리는 희망에서 무엇을 배우고 가르칠 수 있는가 Ⅱ,종료(청강가능),http://www.kmooc.kr/courses/course-v1:UOUk+UOU502_02K+U502A_4_2022_T2/about,울산대학교,"


        인간의 희망 의식은 현재의 고통을 연장하거나 증폭시키는 부정적 요인이거나, 아니면 현재의 불의하고 비인간적인 상황을 전복시킬 수 있는 혁명적인 동인이라고, 전혀 다르게 생각할 수 있는 중층적인 의미구조를 가지고 있다. 고대 그리스의 판도라와 프로메테우스 신화는 희망의 상반된 의미구조를 잘 드러내주고 있다. 그리스 신화는 제우스와 아폴론의 경우처럼 전제적인 폭력 행위로 인해 고통당하는 인간의 모습을 보여주고 있으며, 고대 유대인들의 신화는 그런 폭력과 억압 구조에서 인간을 해방시키는 메시아적 희망을 강조하고 있다. 희망의 물음을 처음으로 중요하게 다룬 철학자는 임마누엘 칸트였으며, 그는 희망을 도덕과 종교를 매개하는 매우 중요한 문제 영역이라고 보았다. 이어서 마르크스주의 철학자 에른스트 블로흐는 희망의 문제를 철학에서 가장 중요한 근본물음으로 보고서, 전통적인 형이상학이 과거존재의 본질 총체성을 다룬 반면에 미래의 철학은 아직-아닌-존재의 존재론으로서 가장 중요하고 근본적인 희망과 유토피아의 문제를 다룬다고 말한다. 블로흐는 프로이트의 ‘밤꿈’에 비해서 미래 희망은 ‘낮꿈’에서 발효한다고 보았다. 인간의 희망의식은 인류문화의 창달, 과학적 유토피아의 실현, 유한한 인간존재의 호모-데우스화를 추구하지만, 가장 중요한 사실은 모든 인간들의 희망은 상호 적대적일 수 있으며, 비도덕적이고 반인륜적일 수 있으며, 모든 것을 파괴하는 경향성을 드러낼 수 있으므로, 상호주관적, 도덕-종교적, 시민사회적, 세계정부적 차원에서 허용될 수 있는 희망의 가능성 조건을 성찰함으로써, ‘가르치고 배울 수 있는 희망’(docta spes)의 학문이 새롭게 요구되지 않으면 안 된다. 이를 위해 ‘희망의 인문학’은 인간을 고통과 질곡에서 해방하고 자유와 평화와 행복을 누릴 수 있는 ‘도덕적 세계질서’의 지속 가능성을 핵심주제로 한다.  
      
","
인문

                                (인문과학)
                            "
가족과 건강 : 질병예방과 건강증진 Ⅱ,종료(청강가능),http://www.kmooc.kr/courses/course-v1:UOUk+UOU501_02K+U501A_4_2022_T2/about,울산대학교,"


    울산대학교 K-MOOC '가족과 건강' 강좌 시리즈는 2016년도부터 제작한 의학 강좌로, 2019년 국내 최고 병원 1위인 서울아산병원, 2019년 의료질 평가 최고 등급을 획득한 울산대학교병원의 우수한 교수진과 시설지원을 바탕으로 제작되고 있습니다.    

    K-MOOC '가족과 건강: 질병예방과 건강증진'은 여섯 번째 '가족과 건강' 시리즈 강좌로, 우리나라 사망원인의 80%이상을 차지하는 비감염성만성질환(NCD) 질환예방을 위한 건강검진을 알아보며 개인별 맞춤 건강검진을 실천하는 것을 강의목표로 하고 있습니다. 

코로나19로 인하여 세계적으로 개인 건강뿐 아니라 국민 전체의 건강에 대해서도 관심이 높아진 시기입니다. 울산대학교에서 준비한 '가족과 건강' 시리즈 강좌를 통해 소중한 여러분과 가족들의 건강을 지키시는데 도움이 되기를 바랍니다.

01. 가족과 건강: 심뇌혈관질환의 예방, 서울아산병원 김영식 교수, 2016
02. 가족과 건강: 알기 쉬운 간호학, 울산대학교 간호학과 이복임 교수 외, 2017
03. 가족과 건강: 행복한 삶을 위한 정신의학, 서울아산병원 김성윤 교수 외, 2017
04. 가족과 건강: 알레르기와 아토피를 극복하자, 서울아산병원 권혁수 교수 외, 2018
05. 가족과 건강: 암, 극복할 수 있다, 울산대학교 병원 이용직 교수 외, 2018
06. 가족과 건강: 질병예방과 건강증진, 서울아산병원 김영식 교수 외, 2020
","
의료

                                (의약)
                            "
R로 배우는 고급통계,종료,http://www.kmooc.kr/courses/course-v1:MA_CUK+MATCHUP_CUK_B01+2022_1/about,고려사이버대학교(매치업),"[수업내용]
■ 매치업 기본과정에서 학습한 통계의 기본개념과 방법론을 통계프로그래밍 언어인 R을 통해 실제 데이터 분석 문제에적용하는
것 을 학습하는 과정입니다.
■ 통계의 핵심을 정리하고 통계분석 과정을 R로 수행하는 방법을 습득합니다. 또한 실무에서 찾아낼 수 있는 데이터
분석문제에 R을 사용하여 통계방법론을 적용하는 과정도 포함합니다.

[학습목표]
■ R을 사용하여 통계적 기법을 적용하는 방법을 알 수 있습니다.
■ R을 사용하여 통계분석을 수행하는 환경을 구축할 수 있습니다.
■ 실제 데이터분석 문제를 해결하기 위한 적절한 통계적 기법을 찾아낼 수 있습니다.","
공학

                                (null)
                            "
TeraONE 활용 빅데이터 통합 플랫폼 구축,종료,http://www.kmooc.kr/courses/course-v1:MA_CUK+MATCHUP_CUK_B04+2022_1/about,고려사이버대학교(매치업),"[수업내용]
■ 빅데이터 플랫폼인 TeraONE에 대한 전반적인 이해와 함께, 빅데이터 분석 구축
프로세스를단계별로살펴보고각프로세스를수행하기 위해 기초가 되는 지식과 기술을 학습합니다.
■ TeraONE 구축을 통해 전체적인 빅데이터 플랫폼에 대한 기반 기술을 이해합니다.
■ 특히, TeraStream을 통한 데이터 처리 및 Hive를 이용한 데이터 이용과정을
학습함으로써실질적업무처리에적용할수 있도록 합니다.

[학습목표]
■ 빅데이터 플랫폼인 TeraONE을 이해하고 활용 할 수 있습니다.
■ TeraStream을 사용하여, 데이터 처리에 대한 개념을 이해하고, 활용 할 수 있습니다.
■ Hive를 통한 데이터 이용 방법을 이해 하고, 실무에 적용 및 활용 할 수 있습니다.","
공학

                                (null)
                            "
빅데이터 분석 프로젝트,종료,http://www.kmooc.kr/courses/course-v1:MA_CUK+MATCHUP_CUK_B03+2022_1/about,고려사이버대학교(매치업),"[수업내용]
■ 빅데이터 프로젝트 기획의 이해와 분석 프로젝트의 수행방법론을 학습합니다.또한, 실제프로젝트를
통하여기획,데이터수집,전처리, 탐색적 분석, 모델 생성 및 시각화에 익숙 해질 수 있습니다.

[학습목표]
■ 빅데이터 분석 과제 기획을 할 수 있습니다.
■ 데이터 수집과 전처리를 할 수 있습니다.
■ 모형 생성 및 시각화를 통한 분석 결과 활용을 위한 표출을 할 수 있습니다.
■ 프로젝트 수행으로 전반적 프로젝트 실무를 경험해 볼 수 있습니다.","
공학

                                (null)
                            "
인지와 감성,진행중,http://www.kmooc.kr/courses/course-v1:SMUk+SMU2021_6+2022_2_B3/about,상명대학교,"인공지능의 놀라운 성공은심리학과 신경과학에 뿌리를두고있다.
현대인공지능은 합리성에 근거한 최적화에 집중한 바, 인간과 더 깊은 수준의 상호작용이 가능한 인공지능은인간의합리성 및
감성까지 고려할 필요가 있다. 이를 위해 본 강좌는 인간의 지각, 지능 및 감성을 통합적으로 살펴보고,감성지능과 연계되어
인간중심 인공지능 실현 가능성을 확인하고자 한다.","
공학

                                (컴퓨터ㆍ통신)
                            "
감성디자인,종료(청강가능),http://www.kmooc.kr/courses/course-v1:SMUk+SMU2021_5+2022_2_B2/about,상명대학교,"감성 디자인을 위해 사용자 경험 디자인을 이해한다.
인간공학적 측면, 인지심리학적 측면, 인간 행태학적 측면에서 사용자를 이해한다.
감성 디자인에 적용하기 위한 사용자 모델링을 개발한다.","
공학

                                (컴퓨터ㆍ통신)
                            "
