title,condition,url,kind,img_url
"Winning in Business: The Art of War by Sun Tzu, 사회",진행중,http://www.kmooc.kr/courses/course-v1:XuetangX+JUFEZ+2022_T2/about,사회,http://www.kmooc.kr/asset-v1:XuetangX+JUFEZ+2022_T2+type@asset+block@图片1.png
"사회로 기초다지기 일본어, 인문",진행중,http://www.kmooc.kr/courses/course-v1:CUK+CUK_05+2022_1/about,인문,http://www.kmooc.kr/asset-v1:CUK+CUK_05+2022_1+type@asset+block@썸네일_사회로.png
"문화로 입문하기 일본어 , 인문",진행중,http://www.kmooc.kr/courses/course-v1:CUK+CUK_04+2022_1/about,인문,http://www.kmooc.kr/asset-v1:CUK+CUK_04+2022_1+type@asset+block@썸네일_문화로.png
"경제로 실력쌓기 일본어, 인문",청강가능,http://www.kmooc.kr/courses/course-v1:CUK+CUK_06+2022_1/about,인문,http://www.kmooc.kr/asset-v1:CUK+CUK_06+2022_1+type@asset+block@썸네일_경제로.png
"기술로 고수되기 일본어, 인문",청강가능,http://www.kmooc.kr/courses/course-v1:CUK+CUK_07+2022_1/about,인문,http://www.kmooc.kr/asset-v1:CUK+CUK_07+2022_1+type@asset+block@썸네일_기술로.png
"한국창업정책 60년사와 우수 기업 사례, 사회",청강가능,http://www.kmooc.kr/courses/course-v1:SKKUk+skku_64+2022_T1/about,사회,http://www.kmooc.kr/asset-v1:SKKUk+skku_64+2022_T1+type@asset+block@대표이미지.png
"설득을 위한 언어, 인문",청강가능,http://www.kmooc.kr/courses/course-v1:AJOU+AJOU03+2022_T1/about,인문,http://www.kmooc.kr/asset-v1:AJOU+AJOU03+2022_T1+type@asset+block@설득을_위한_언어.jpg
"위대한 수업2(GREAT MINDS) : 힌두학 개론, 인문",청강가능,http://www.kmooc.kr/courses/course-v1:EBS+EBS011+2022_T1/about,인문,http://www.kmooc.kr/asset-v1:EBS+EBS011+2022_T1+type@asset+block@웬디도니거수정.jpg
"오픈소스를 이용한 DevOps 구축 및 활용, 공학",청강가능,http://www.kmooc.kr/courses/course-v1:TUk+SW_TUMOOC0002+2022_T2/about,공학,http://www.kmooc.kr/asset-v1:TUk+SW_TUMOOC0002+2022_T2+type@asset+block@섬네일__1_.png
"위대한 수업2(GREAT MINDS) : 인간의 두 얼굴, 인문",청강가능,http://www.kmooc.kr/courses/course-v1:EBS+EBS010+2022_T1/about,인문,http://www.kmooc.kr/asset-v1:EBS+EBS010+2022_T1+type@asset+block@뤼트허르_브레흐만dfg.JPG
"차이나는 K-클라스 : K-POP, 대체 불가 장르가 되다(김영대), 예체능",청강가능,http://www.kmooc.kr/courses/course-v1:JTBC+JTBC014+2022_T1/about,예체능,http://www.kmooc.kr/asset-v1:JTBC+JTBC014+2022_T1+type@asset+block@_________________.jpg
"사랑에 대하여: 과학으로 배우는 성과 젠더, 사회",청강가능,http://www.kmooc.kr/courses/course-v1:DSU+DSU04+2022_T2_0/about,사회,http://www.kmooc.kr/asset-v1:DSU+DSU04+2022_T2_0+type@asset+block@크기변환_박혜영_썸네일-수정본.png
"디지털 시대와 정신건강, 의료",청강가능,http://www.kmooc.kr/courses/course-v1:UOUk+UOU703_01K+U703A_2022_T2/about,의료,http://www.kmooc.kr/asset-v1:UOUk+UOU703_01K+U703A_2022_T2+type@asset+block@정신건강_썸네일_플랫폼_.jpeg
"기계공학의 미래, 공학",청강가능,http://www.kmooc.kr/courses/course-v1:UOUk+UOU704_01K+U704A_2022_T2/about,공학,http://www.kmooc.kr/asset-v1:UOUk+UOU704_01K+U704A_2022_T2+type@asset+block@기계공학_썸네일_플랫폼_.jpeg
"동양철학과 21세기 문명, 인문",진행중,http://www.kmooc.kr/courses/course-v1:SKKUk+skku_65+2022_T1/about,인문,http://www.kmooc.kr/asset-v1:SKKUk+skku_65+2022_T1+type@asset+block@썸네일_동양철학과_21세기문명.jpg
"창업가를 위한 브랜드 네이밍 기법, 사회",진행중,http://www.kmooc.kr/courses/course-v1:SKKUk+skku_66+2022_T1/about,사회,http://www.kmooc.kr/asset-v1:SKKUk+skku_66+2022_T1+type@asset+block@대표이미지_썸네일__국문.png
"언택트 시대의 건강관리 플러스, 의료",진행중,http://www.kmooc.kr/courses/course-v1:DSUk+KM_DSU01+2022_T2/about,의료,http://www.kmooc.kr/asset-v1:DSUk+KM_DSU01+2022_T2+type@asset+block@언택트_시대의_건강관리_플러스_썸네일.png
"뉴노멀 시대의 영상미학, 인문",청강가능,http://www.kmooc.kr/courses/course-v1:SKKUk+skku_63+2022_T1/about,인문,http://www.kmooc.kr/asset-v1:SKKUk+skku_63+2022_T1+type@asset+block@뉴노멀시대의영상미학_커버_copy.jpg
"논쟁으로 유학을 새롭게 바라보다, 인문",청강가능,http://www.kmooc.kr/courses/course-v1:SKKUk+skku_62+2022_T1/about,인문,http://www.kmooc.kr/asset-v1:SKKUk+skku_62+2022_T1+type@asset+block@썸네일1.jpg
"Beginner Creator를 위한 LED/LCD 디스플레이와 센서 활용, 공학",청강가능,http://www.kmooc.kr/courses/course-v1:InhatcK+inhatcK_10+2022_T1/about,공학,http://www.kmooc.kr/asset-v1:InhatcK+inhatcK_10+2022_T1+type@asset+block@_인하공전__LEDLCD디스플레이와_센서_활용_썸네일_500x300.png
"와인과 테이블매너, 사회",청강가능,http://www.kmooc.kr/courses/course-v1:InhatcK+inhatck11+2022_T1/about,사회,http://www.kmooc.kr/asset-v1:InhatcK+inhatck11+2022_T1+type@asset+block@_인하공전__와인과테이블매너_썸네일_500x300.png
"항공사 취업을 위한 미래 항공 운송 산업의 이해, 사회",청강가능,http://www.kmooc.kr/courses/course-v1:InhatcK+inhatcK_09+2022_T1/about,사회,http://www.kmooc.kr/asset-v1:InhatcK+inhatcK_09+2022_T1+type@asset+block@_인하공전__미래_항공운송산업의_이해_썸네일_500x300.png
"우리유산을 보호하고 활용하는 길라잡이, 사회",청강가능,http://www.kmooc.kr/courses/course-v1:NUCH+NUCH_01+2022_T2/about,사회,http://www.kmooc.kr/asset-v1:NUCH+NUCH_01+2022_T2+type@asset+block@우리유산을보호하고활용하는길라잡이.jpg
"박물관 세계로 여행, 사회",청강가능,http://www.kmooc.kr/courses/course-v1:NUCH+NUCH_02+2022_T2/about,사회,http://www.kmooc.kr/asset-v1:NUCH+NUCH_02+2022_T2+type@asset+block@박물관세계로여행_1_.jpg
"메타버스, 찐 고수되기, 사회",청강가능,http://www.kmooc.kr/courses/course-v1:KWU+KWU_10+2022_T1/about,사회,http://www.kmooc.kr/asset-v1:KWU+KWU_10+2022_T1+type@asset+block@메타버스.png
"AI프로그래밍, 공학",진행중,http://www.kmooc.kr/courses/course-v1:HansungK+HSKMOOCk04+2022_T1/about,공학,http://www.kmooc.kr/asset-v1:HansungK+HSKMOOCk04+2022_T1+type@asset+block@썸네일_AI프로그래밍_326x200.jpg
"메타버스 & 실감콘텐츠의 이해, 공학",진행중,http://www.kmooc.kr/courses/course-v1:HansungK+HSKMOOCk05+2022_T2/about,공학,http://www.kmooc.kr/asset-v1:HansungK+HSKMOOCk05+2022_T2+type@asset+block@썸네일_메타버스_326x200.jpg
"중국신화 : 고대로의 시간여행 Ⅱ, 인문",청강가능,http://www.kmooc.kr/courses/course-v1:UOUk+UOU701_02K+U701A_2022_T2/about,인문,http://www.kmooc.kr/asset-v1:UOUk+UOU701_02K+U701A_2022_T2+type@asset+block@중국_썸네일__플랫폼업로드_.png
"창의적 문제해결을 위한 생각 프로세스 Ⅱ, 공학",청강가능,http://www.kmooc.kr/courses/course-v1:UOUk+UOU702_02K+U702A_2022_T2/about,공학,http://www.kmooc.kr/asset-v1:UOUk+UOU702_02K+U702A_2022_T2+type@asset+block@창의적_썸네일_플랫폼업로드_.png
"차이나는 K-클라스 : 현대적 멋을 입힌 전통 공연, 세계를 홀리다(정구호), 예체능",청강가능,http://www.kmooc.kr/courses/course-v1:JTBC+JTBC013+2022_T1/about,예체능,http://www.kmooc.kr/asset-v1:JTBC+JTBC013+2022_T1+type@asset+block@K-13_________________.jpg
"체육학개론, 예체능",진행중,http://www.kmooc.kr/courses/course-v1:KNSU+KNSU001+2022_T3/about,예체능,http://www.kmooc.kr/asset-v1:KNSU+KNSU001+2022_T3+type@asset+block@강좌_표지_썸네일.jpg
"사람중심 가치실현을 위한 인공지능, 공학",청강가능,http://www.kmooc.kr/courses/course-v1:HYUk+HYUKMOOC2022-1k+2022_C1/about,공학,http://www.kmooc.kr/asset-v1:HYUk+HYUKMOOC2022-1k+2022_C1+type@asset+block@사람중심_22-2.png
"실용금융의 이론과 실제, 사회",진행중,http://www.kmooc.kr/courses/course-v1:FSS+FSS01+2022_T2/about,사회,http://www.kmooc.kr/asset-v1:FSS+FSS01+2022_T2+type@asset+block@대문사진.jpg
"ICT가 바꾸는 미래의 법, 사회",청강가능,http://www.kmooc.kr/courses/course-v1:KWU+KWU_08+2022_T1/about,사회,http://www.kmooc.kr/asset-v1:KWU+KWU_08+2022_T1+type@asset+block@ict가_바꾸는_미래의_법.png
"슬기로운 가정생활, 관계놀이, 교육",청강가능,http://www.kmooc.kr/courses/course-v1:KWU+KWU_11+2022_T1/about,교육,http://www.kmooc.kr/asset-v1:KWU+KWU_11+2022_T1+type@asset+block@슬기로운_가정생활2.png
"디지털 신기술 기반 신재생 에너지, 공학",청강가능,http://www.kmooc.kr/courses/course-v1:KWU+KWU_09+2022_T1/about,공학,http://www.kmooc.kr/asset-v1:KWU+KWU_09+2022_T1+type@asset+block@디지털_...신재생_에너지.png
"아동건강과 K-아동돌봄교육, 교육",청강가능,http://www.kmooc.kr/courses/course-v1:WHSUK+WHSUK_07+2022-T2-7/about,교육,http://www.kmooc.kr/asset-v1:WHSUK+WHSUK_07+2022-T2-7+type@asset+block@_원광보건대_2_아동건강_썸네일.jpg
"아동동작과 K-아동돌봄교육, 교육",청강가능,http://www.kmooc.kr/courses/course-v1:WHSUK+WHSUK_08+2022-T2-8/about,교육,http://www.kmooc.kr/asset-v1:WHSUK+WHSUK_08+2022-T2-8+type@asset+block@_원광보건대_3_아동동작_썸네일.jpg
"교육심리기반 K-아동돌봄교육, 교육",청강가능,http://www.kmooc.kr/courses/course-v1:WHSUK+WHSUK_06+2022-T2-6/about,교육,http://www.kmooc.kr/asset-v1:WHSUK+WHSUK_06+2022-T2-6+type@asset+block@_원광보건대_1_교육심리기반_썸네일.jpg
"K-아동돌봄교육 실천사례지도법, 교육",청강가능,http://www.kmooc.kr/courses/course-v1:WHSUK+WHSUK_09+2022-T2-9/about,교육,http://www.kmooc.kr/asset-v1:WHSUK+WHSUK_09+2022-T2-9+type@asset+block@_원광보건대_4_실천사례지도법_썸네일.jpg
"차이나는 K-클라스 : K-게임, 세상을 플레이하다!(김상균), 인문",청강가능,http://www.kmooc.kr/courses/course-v1:JTBC+JTBC012+2022_T1/about,인문,http://www.kmooc.kr/asset-v1:JTBC+JTBC012+2022_T1+type@asset+block@K-12___________________.jpg
"위대한 수업2(GREAT MINDS) : 조향의 세계, 자연",청강가능,http://www.kmooc.kr/courses/course-v1:EBS+EBS009+2022_T1/about,자연,http://www.kmooc.kr/asset-v1:EBS+EBS009+2022_T1+type@asset+block@조말론사진수정.JPG
"찾아서 보는 수학, 자연",청강가능,http://www.kmooc.kr/courses/course-v1:DSU+DSU05+2022_T2_1/about,자연,http://www.kmooc.kr/asset-v1:DSU+DSU05+2022_T2_1+type@asset+block@크기변환_썸네일.png
"공자의 지혜 The Confucius’ Wisdom, 인문",진행중,http://www.kmooc.kr/courses/course-v1:XuetangX+XuetangX_03+2022_T2/about,인문,http://www.kmooc.kr/asset-v1:XuetangX+XuetangX_03+2022_T2+type@asset+block@刘冬颖老师照片.jpg
"차이나는 K-클라스 : 볼수록 매력적인 전통미술 속 K-미소(정명희), 예체능",청강가능,http://www.kmooc.kr/courses/course-v1:JTBC+JTBC011+2022_T1/about,예체능,http://www.kmooc.kr/asset-v1:JTBC+JTBC011+2022_T1+type@asset+block@K_______11____________________.jpg
"위대한 수업2(GREAT MINDS) : 역사를 바꾼 무기들, 인문",청강가능,http://www.kmooc.kr/courses/course-v1:EBS+EBS008+2022_T1/about,인문,http://www.kmooc.kr/asset-v1:EBS+EBS008+2022_T1+type@asset+block@맥스부트사진.JPG
"임상증상으로 알아보는 반려동물의 질병, 자연",청강가능,http://www.kmooc.kr/courses/course-v1:YeonsungUniv+YSU01+2022_01/about,자연,http://www.kmooc.kr/asset-v1:YeonsungUniv+YSU01+2022_01+type@asset+block@_연성대__반려동물의_질병_썸네일.png
"차이나는 K-클라스 : 애매모호한 춤, 세상을 뒤집다(김보람), 예체능",청강가능,http://www.kmooc.kr/courses/course-v1:JTBC+JTBC010+2022_T1/about,예체능,http://www.kmooc.kr/asset-v1:JTBC+JTBC010+2022_T1+type@asset+block@김보람_썸네일.jpg
"천문학이야기, 자연",진행중,http://www.kmooc.kr/courses/course-v1:UST+UST002+2022_T2/about,자연,http://www.kmooc.kr/asset-v1:UST+UST002+2022_T2+type@asset+block@캡처4.png
"자연모사기술, 자연",진행중,http://www.kmooc.kr/courses/course-v1:UST+UST001+2022_T1/about,자연,http://www.kmooc.kr/asset-v1:UST+UST001+2022_T1+type@asset+block@KakaoTalk_20220819_095136603.png
"교육을 변화시키는 교육연극, 예체능",청강가능,http://www.kmooc.kr/courses/course-v1:KSUk+KSUk_19+2022_T2/about,예체능,http://www.kmooc.kr/asset-v1:KSUk+KSUk_19+2022_T2+type@asset+block@교육연극-썸네일-low.jpg
"연극 오디세이, 예체능",청강가능,http://www.kmooc.kr/courses/course-v1:KSUk+KSUk_18+2022_T2/about,예체능,http://www.kmooc.kr/asset-v1:KSUk+KSUk_18+2022_T2+type@asset+block@연극-오디세이-썸네일--low.jpg
"영화제를 만드는 사람들, 예체능",청강가능,http://www.kmooc.kr/courses/course-v1:KSUk+KSUk_20+2022_T2/about,예체능,http://www.kmooc.kr/asset-v1:KSUk+KSUk_20+2022_T2+type@asset+block@영화제를-만드는-사람들-썸네일-low.jpg
"인문으로 우려낸 부산의 맛, 인문",청강가능,http://www.kmooc.kr/courses/course-v1:KSUk+KSUk_21+2022_T2/about,인문,http://www.kmooc.kr/asset-v1:KSUk+KSUk_21+2022_T2+type@asset+block@부산의-맛-썸네일-low.jpg
"글로벌이슈와 세계시민(Global Issues and Global Citizenship), Etc",청강가능,http://www.kmooc.kr/courses/course-v1:KYUNGNAMUNIVk+Knu03+2022_K2/about,Etc,http://www.kmooc.kr/asset-v1:KYUNGNAMUNIVk+Knu03+2022_K2+type@asset+block@글로벌이슈_복사.jpg
"전쟁과평화(War and Peace), Etc",청강가능,http://www.kmooc.kr/courses/course-v1:KYUNGNAMUNIVk+Knu04+2022_K4/about,Etc,http://www.kmooc.kr/asset-v1:KYUNGNAMUNIVk+Knu04+2022_K4+type@asset+block@스크린샷_2022-09-23_오전_10.22.46_복사.jpg
"위대한 수업2(GREAT MINDS) : 사랑의 사회학, 사회",청강가능,http://www.kmooc.kr/courses/course-v1:EBS+EBS007+2022_T1/about,사회,http://www.kmooc.kr/asset-v1:EBS+EBS007+2022_T1+type@asset+block@에바일루즈.jpg
"차이나는 K-클라스 : 세계를 울리고 웃기는 우리 이야기의 힘(황석영), 인문",청강가능,http://www.kmooc.kr/courses/course-v1:JTBC+JTBC009+2022_T1/about,인문,http://www.kmooc.kr/asset-v1:JTBC+JTBC009+2022_T1+type@asset+block@K-9__________________.jpg
"지혜로운 금융생활, 사회",청강가능,http://www.kmooc.kr/courses/course-v1:UC+UC005+2022_T2/about,사회,http://www.kmooc.kr/asset-v1:UC+UC005+2022_T2+type@asset+block@지혜로운_금융생활_강좌_썸네일_이미지.png
"중국신화 : 고대로의 시간여행 Ⅰ, 인문",청강가능,http://www.kmooc.kr/courses/course-v1:UOUk+UOU701_01K+U701A_2022_T2/about,인문,http://www.kmooc.kr/asset-v1:UOUk+UOU701_01K+U701A_2022_T2+type@asset+block@중국_썸네일_.png
"창의적 문제해결을 위한 생각 프로세스 Ⅰ, 공학",청강가능,http://www.kmooc.kr/courses/course-v1:UOUk+UOU702_01K+U702A_2022_T2/about,공학,http://www.kmooc.kr/asset-v1:UOUk+UOU702_01K+U702A_2022_T2+type@asset+block@창의적_썸네일_.png
"희망의 인문학 : 우리는 희망에서 무엇을 배우고 가르칠 수 있는가 Ⅱ, 인문",청강가능,http://www.kmooc.kr/courses/course-v1:UOUk+UOU502_02K+U502A_4_2022_T2/about,인문,http://www.kmooc.kr/asset-v1:UOUk+UOU502_02K+U502A_4_2022_T2+type@asset+block@KakaoTalk_20210416_1152007601111.png
"가족과 건강 : 질병예방과 건강증진 Ⅱ, 의료",청강가능,http://www.kmooc.kr/courses/course-v1:UOUk+UOU501_02K+U501A_4_2022_T2/about,의료,http://www.kmooc.kr/asset-v1:UOUk+UOU501_02K+U501A_4_2022_T2+type@asset+block@질병예방과-건강증진_썸네일_100.jpg
"인지와 감성, 공학",청강가능,http://www.kmooc.kr/courses/course-v1:SMUk+SMU2021_6+2022_2_B3/about,공학,http://www.kmooc.kr/asset-v1:SMUk+SMU2021_6+2022_2_B3+type@asset+block@asset-v1_SMUk_SMU2021_6_2022_2_B3_type_asset_block_2022-1_인지와-감성_이지항_optimized.png
"감성 인공 지능, 공학",청강가능,http://www.kmooc.kr/courses/course-v1:SMUk+SMU2021_8+2022_2_B5/about,공학,http://www.kmooc.kr/asset-v1:SMUk+SMU2021_8+2022_2_B5+type@asset+block@asset-v1_SMUk_SMU2021_8_2022_2_B5_type_asset_block_2022-1_감성-인공지능_이정년_optimized.png
"감성디자인, 공학",청강가능,http://www.kmooc.kr/courses/course-v1:SMUk+SMU2021_5+2022_2_B2/about,공학,http://www.kmooc.kr/asset-v1:SMUk+SMU2021_5+2022_2_B2+type@asset+block@asset-v1_SMUk_SMU2021_5_2022_2_B2_type_asset_block_2022-1_감성디자인_권지은_optimized.png
"생체신호와 데이터 분석, 공학",청강가능,http://www.kmooc.kr/courses/course-v1:SMUk+SMU2021_7+2022_2_B4/about,공학,http://www.kmooc.kr/asset-v1:SMUk+SMU2021_7+2022_2_B4+type@asset+block@asset-v1_SMUk_SMU2021_7_2022_2_B4_type_asset_block_2022-1_생체신호와-데이터분석_윤희남_optimized.png
"감성컴퓨팅, 공학",청강가능,http://www.kmooc.kr/courses/course-v1:SMUk+SMU2021_4+2022_2_B1/about,공학,http://www.kmooc.kr/asset-v1:SMUk+SMU2021_4+2022_2_B1+type@asset+block@asset-v1_SMUk_SMU2021_4_2022_2_B1_type_asset_block_2022-1_감성컴퓨팅_황민철_optimized.png
"게임엔진을 이용한 실감콘텐츠(VR, AR) 기획과 개발, 공학",진행중,http://www.kmooc.kr/courses/course-v1:SMUk+SMU2021_3+2022_2_T3/about,공학,http://www.kmooc.kr/asset-v1:SMUk+SMU2021_3+2022_2_T3+type@asset+block@asset-v1_SMUk_SMU2021_3_2022_2_T3_type_asset_block_2022-1_게임엔진을-이용한-실감콘텐츠-기획과-개발_조옥희_optimized.png
"생성 모델과 시각 지능, 공학",진행중,http://www.kmooc.kr/courses/course-v1:SMUk+SMU2021_1+2022_2_T1/about,공학,http://www.kmooc.kr/asset-v1:SMUk+SMU2021_1+2022_2_T1+type@asset+block@2022-2_생성모델과시각지능_썸네일.jpg
"인공지능시대의 사회적 쟁점, 공학",진행중,http://www.kmooc.kr/courses/course-v1:SMUk+SMU2021_2+2022_2_T2/about,공학,http://www.kmooc.kr/asset-v1:SMUk+SMU2021_2+2022_2_T2+type@asset+block@asset-v1_SMUk_SMU2021_2_2022_2_T2_type_asset_block_2022-1_인공지능시대의-사회적쟁점_양희경_optimized.png
"휴먼컴퓨터인터페이스, 공학",청강가능,http://www.kmooc.kr/courses/course-v1:SMUk+SMU2021_9+2022_2_B6/about,공학,http://www.kmooc.kr/asset-v1:SMUk+SMU2021_9+2022_2_B6+type@asset+block@asset-v1_SMUk_SMU2021_9_2022_2_B6_type_asset_block_2022-1_휴먼컴퓨터-엔터페이스_황민철_optimized.jpg
"자율 에이전트 및 멀티 에이전트 시스템, 공학",청강가능,http://www.kmooc.kr/courses/course-v1:SMUk+SMU2020_01+2022_2_A1/about,공학,http://www.kmooc.kr/asset-v1:SMUk+SMU2020_01+2022_2_A1+type@asset+block@asset-v1_SMUk_SMU2020_01_2022_2_A1_type_asset_block_2022-1_자율-에이전트-및-멀티에이전트-시스템_이지항_optimized.jpg
"동아시아에서의 역사 인식과 화해(The Historical Recognition and Reconciliation in East Asia), Etc",청강가능,http://www.kmooc.kr/courses/course-v1:KYUNGNAMUNIVk+Knu01+2022_K3/about,Etc,http://www.kmooc.kr/asset-v1:KYUNGNAMUNIVk+Knu01+2022_K3+type@asset+block@동아시아인식과_화해_복사.jpg
"프로메테우스의 불; 과학과 전쟁(Fire of Prometheus; Science and War), 인문",청강가능,http://www.kmooc.kr/courses/course-v1:KYUNGNAMUNIVk+Knu02+2022_K1/about,인문,http://www.kmooc.kr/asset-v1:KYUNGNAMUNIVk+Knu02+2022_K1+type@asset+block@asset-v1_KYUNGNAMUNIVk_Knu01_2022_K1_type_asset_block_프로메테우스의_불.jpeg
"차이나는 K-클라스 : 디지털로 부활하는 K-문화유산(박진호), 예체능",청강가능,http://www.kmooc.kr/courses/course-v1:JTBC+JTBC008+2022_T1/about,예체능,http://www.kmooc.kr/asset-v1:JTBC+JTBC008+2022_T1+type@asset+block@8____________________.jpg
"위대한 수업2(GREAT MINDS) : 미식의 세계, 자연",청강가능,http://www.kmooc.kr/courses/course-v1:EBS+EBS006+2022_T1/about,자연,http://www.kmooc.kr/asset-v1:EBS+EBS006+2022_T1+type@asset+block@피에르_가니에르.png
"위대한 수업2(GREAT MINDS) : 빅테크 기업의 흥망성쇠, 사회",청강가능,http://www.kmooc.kr/courses/course-v1:EBS+EBS005+2022_T1/about,사회,http://www.kmooc.kr/asset-v1:EBS+EBS005+2022_T1+type@asset+block@스콧_갤러웨이__11_dddddd.jpg
"생활과 건강, 의료",청강가능,http://www.kmooc.kr/courses/course-v1:WOOSUK+woosuk02+2022_02/about,의료,http://www.kmooc.kr/asset-v1:WOOSUK+woosuk02+2022_02+type@asset+block@생활과건강_카드이미지2.jpg
"생활속의 철학, 인문",청강가능,http://www.kmooc.kr/courses/course-v1:WOOSUK+woosuk01+2022_01/about,인문,http://www.kmooc.kr/asset-v1:WOOSUK+woosuk01+2022_01+type@asset+block@생활속의철학_카드이미지.jpg
"영상의 이해, 예체능",청강가능,http://www.kmooc.kr/courses/course-v1:WOOSUK+woosuk03+2022_03/about,예체능,http://www.kmooc.kr/asset-v1:WOOSUK+woosuk03+2022_03+type@asset+block@영상의이해_카드이미지2.jpg
"희망의 인문학 : 우리는 희망에서 무엇을 배우고 가르칠 수 있는가 Ⅰ, 인문",청강가능,http://www.kmooc.kr/courses/course-v1:UOUk+UOU502_01K+U502A_4_2022_T2/about,인문,http://www.kmooc.kr/asset-v1:UOUk+UOU502_01K+U502A_4_2022_T2+type@asset+block@KakaoTalk_20210416_1152007601111.png
"가족과 건강 : 질병예방과 건강증진 Ⅰ, 의료",청강가능,http://www.kmooc.kr/courses/course-v1:UOUk+UOU501_01K+U501A_4_2022_T2/about,의료,http://www.kmooc.kr/asset-v1:UOUk+UOU501_01K+U501A_4_2022_T2+type@asset+block@질병예방과-건강증진_썸네일_100.jpg
"대화와 인간관계, 인문",청강가능,http://www.kmooc.kr/courses/course-v1:SMUk+SMU2020_03+2022_2_H2/about,인문,http://www.kmooc.kr/asset-v1:SMUk+SMU2020_03+2022_2_H2+type@asset+block@asset-v1_SMUk_SMU2020_03_2022_2_H2_type_asset_block_대화와_인간관계.png
"스마트 팩토리에 대한 이해 : 우리는 제조업을 어떻게 스마트하게 만들 수 있는가?, 공학",청강가능,http://www.kmooc.kr/courses/course-v1:SMUk+SMU2020_02+2022_2_H1/about,공학,http://www.kmooc.kr/asset-v1:SMUk+SMU2020_02+2022_2_H1+type@asset+block@asset-v1_SMUk_SMU2020_02_2022_2_H1_type_asset_block_스마트팩토리.png
"영상처리와 패턴인식, 공학",청강가능,http://www.kmooc.kr/courses/course-v1:SMUk+FD_SMU03+2022_2_S3/about,공학,http://www.kmooc.kr/asset-v1:SMUk+FD_SMU03+2022_2_S3+type@asset+block@asset-v1_SMUk_FD_SMU03_2022_2_S3_type_asset_block_영상처리와패턴인식.png
"차이나는 K-클라스 : 시대와 호흡한 K-건축의 세계(김봉렬), 예체능",청강가능,http://www.kmooc.kr/courses/course-v1:JTBC+JTBC007+2022_T1/about,예체능,http://www.kmooc.kr/asset-v1:JTBC+JTBC007+2022_T1+type@asset+block@7_____________________.jpg
"가족과 건강 : 운동과 뇌 건강 Ⅱ, 의료",청강가능,http://www.kmooc.kr/courses/course-v1:UOUk+UOU601_02K+U601A_2_2022_T2/about,의료,http://www.kmooc.kr/asset-v1:UOUk+UOU601_02K+U601A_2_2022_T2+type@asset+block@운동과_뇌_건강_썸네일.JPG
"모범시민의 교양회계 Ⅱ, 사회",청강가능,http://www.kmooc.kr/courses/course-v1:UOUk+UOU602_02K+U602A_2_2022_T2/about,사회,http://www.kmooc.kr/asset-v1:UOUk+UOU602_02K+U602A_2_2022_T2+type@asset+block@모범시민의_교양회계_썸네일.JPG
"클래식 친구 만들기, 예체능",청강가능,http://www.kmooc.kr/courses/course-v1:SCU+SCU021+2022_2/about,예체능,http://www.kmooc.kr/asset-v1:SCU+SCU021+2022_2+type@asset+block@SCU021_2.jpg
"언택트 시대 속 게임의 역할 - 일상을 건강하고 풍요롭게, 인문",청강가능,http://www.kmooc.kr/courses/course-v1:SCU+SCU020+2022_2/about,인문,http://www.kmooc.kr/asset-v1:SCU+SCU020+2022_2+type@asset+block@SCU020_2.jpg
"자기돌봄을 위한 통합예술심리, 의료",청강가능,http://www.kmooc.kr/courses/course-v1:SCU+SCU019+2022_2/about,의료,http://www.kmooc.kr/asset-v1:SCU+SCU019+2022_2+type@asset+block@SCU019_2.jpg
"사이버상담 개론, 사회",청강가능,http://www.kmooc.kr/courses/course-v1:SCU+SCU012+2022_2/about,사회,http://www.kmooc.kr/asset-v1:SCU+SCU012+2022_2+type@asset+block@SCU012_22-2.png
"언택트 시대의 생활금융, 사회",청강가능,http://www.kmooc.kr/courses/course-v1:SCU+SCU022+2022_2/about,사회,http://www.kmooc.kr/asset-v1:SCU+SCU022+2022_2+type@asset+block@SCU022_2.jpg
"노인상담 이론과 기법, 사회",청강가능,http://www.kmooc.kr/courses/course-v1:SCU+SCU016+2022_2/about,사회,http://www.kmooc.kr/asset-v1:SCU+SCU016+2022_2+type@asset+block@SCU016_2.jpg
"노인문제와 심리평가, 사회",청강가능,http://www.kmooc.kr/courses/course-v1:SCU+SCU017+2022_2/about,사회,http://www.kmooc.kr/asset-v1:SCU+SCU017+2022_2+type@asset+block@SCU017_2.jpg
"노인상담의 실제, 사회",청강가능,http://www.kmooc.kr/courses/course-v1:SCU+SCU018+2022_2/about,사회,http://www.kmooc.kr/asset-v1:SCU+SCU018+2022_2+type@asset+block@SCU018_2.jpg
"웹문학과 디지털 인간, 인문",청강가능,http://www.kmooc.kr/courses/course-v1:SCU+SCU006+2022_2/about,인문,http://www.kmooc.kr/asset-v1:SCU+SCU006+2022_2+type@asset+block@SCU006_22-2.png
"웹소설 창작과 업로드, 인문",청강가능,http://www.kmooc.kr/courses/course-v1:SCU+SCU007+2022_2/about,인문,http://www.kmooc.kr/asset-v1:SCU+SCU007+2022_2+type@asset+block@SCU007_22-2.png
"웹툰 스토리 작법, 인문",청강가능,http://www.kmooc.kr/courses/course-v1:SCU+SCU008+2022_2/about,인문,http://www.kmooc.kr/asset-v1:SCU+SCU008+2022_2+type@asset+block@SCU008_22-2.png
